"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_2826","mexT","transcriptional regulator MexT","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2827","PP_2827","alcohol dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00829","PMID:24451626"
"PP_2829","PP_2829","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_2829","PP_2829","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_2829","PP_2829","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_2830","PP_2830","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2830","PP_2830","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2831","fucD","L-fuconate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0016052","carbohydrate catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SFLDF00111","PMID:24451626"
"PP_2831","fucD","L-fuconate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0050023","L-fuconate dehydratase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SFLDF00111","PMID:24451626"
"PP_2832","GbpR","galactose-binding protein regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2832","GbpR","galactose-binding protein regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2832","GbpR","galactose-binding protein regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2833","PP_2833","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_2833","PP_2833","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_2833","PP_2833","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_2834","PP_2834","D-galactarate dehydratase/altronate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0016829","lyase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04295","PMID:24451626"
"PP_2835","PP_2835","putative oxidoreductase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02615","PMID:24451626"
"PP_2836","PP_2836","2-keto-3-deoxyxylonate dehydratase","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.90.850.10","PMID:24451626"
"PP_2837","PP_2837","uronate transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2837","PP_2837","uronate transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2838","PP_2838","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0003676","nucleic acid binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.40.1350.10","PMID:24451626"
"PP_2838","PP_2838","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0004518","nuclease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR15749","PMID:24451626"
"PP_2838","PP_2838","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0036297","interstrand cross-link repair","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR15749","PMID:24451626"
"PP_2838","PP_2838","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0016788","hydrolase activity, acting on ester bonds","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00990","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0003676","nucleic acid binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00491","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0004386","helicase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00491","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00491","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0006139","nucleobase-containing compound metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00491","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0016818","hydrolase activity, acting on acid anhydrides, in phosphorus-containing anhydrides","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00491","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF06733","PMID:24451626"
"PP_2839","PP_2839","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0003678","DNA helicase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF06733","PMID:24451626"
"PP_2841","PP_2841","site-specific recombinase","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF56349","PMID:24451626"
"PP_2841","PP_2841","site-specific recombinase","Pseudomonas putida KT2440 (TIGR)","GO:0006310","DNA recombination","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00589","PMID:24451626"
"PP_2841","PP_2841","site-specific recombinase","Pseudomonas putida KT2440 (TIGR)","GO:0015074","DNA integration","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00589","PMID:24451626"
"PP_2842","ureD","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0006807","nitrogen compound metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01384","PMID:24451626"
"PP_2842","ureD","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01384","PMID:24451626"
"PP_2843","ureA","urease subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF54111","PMID:24451626"
"PP_2843","ureA","urease subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0043419","urea catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF54111","PMID:24451626"
"PP_2843","ureA","urease subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0009039","urease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF001223","PMID:24451626"
"PP_2843","ureA","urease subunit gamma","Pseudomonas putida KT2440 (TIGR)","GO:0019627","urea metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF001223","PMID:24451626"
"PP_2844","ureB","urease subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0035550","urease complex","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00407","PMID:24451626"
"PP_2844","ureB","urease subunit beta","Pseudomonas putida KT2440 (TIGR)","GO:0043419","urea catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00407","PMID:24451626"
"PP_2845","ureC","urease subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0016810","hydrolase activity, acting on carbon-nitrogen (but not peptide) bonds","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF51338","PMID:24451626"
"PP_2845","ureC","urease subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0006807","nitrogen compound metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00375","PMID:24451626"
"PP_2845","ureC","urease subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0009039","urease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00375","PMID:24451626"
"PP_2845","ureC","urease subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00375","PMID:24451626"
"PP_2845","ureC","urease subunit alpha","Pseudomonas putida KT2440 (TIGR)","GO:0016787","hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01979","PMID:24451626"
"PP_2846","ureE","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00571","PMID:24451626"
"PP_2846","ureE","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0006457","protein folding","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00571","PMID:24451626"
"PP_2846","ureE","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00571","PMID:24451626"
"PP_2846","ureE","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0019627","urea metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05194","PMID:24451626"
"PP_2846","ureE","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0065003","protein-containing complex assembly","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF05194","PMID:24451626"
"PP_2848","ureF","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0006807","nitrogen compound metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01730","PMID:24451626"
"PP_2848","ureF","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01730","PMID:24451626"
"PP_2849","ureG","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0003924","GTPase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR31715","PMID:24451626"
"PP_2849","ureG","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0006807","nitrogen compound metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR31715","PMID:24451626"
"PP_2849","ureG","urease accessory protein","Pseudomonas putida KT2440 (TIGR)","GO:0016151","nickel cation binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR31715","PMID:24451626"
"PP_2852","PP_2852","sulfatase domain-containing protein","Pseudomonas putida KT2440 (TIGR)","GO:0008484","sulfuric ester hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00884","PMID:24451626"
"PP_2855","PP_2855","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03412","PMID:24451626"
"PP_2855","PP_2855","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0006508","proteolysis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03412","PMID:24451626"
"PP_2855","PP_2855","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0008233","peptidase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03412","PMID:24451626"
"PP_2855","PP_2855","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03412","PMID:24451626"
"PP_2860","PP_2860","nicotinamide mononucleotide transporter","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR36122","PMID:24451626"
"PP_2860","PP_2860","nicotinamide mononucleotide transporter","Pseudomonas putida KT2440 (TIGR)","GO:0034257","nicotinamide riboside transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR36122","PMID:24451626"
"PP_2860","PP_2860","nicotinamide mononucleotide transporter","Pseudomonas putida KT2440 (TIGR)","GO:0034258","nicotinamide riboside transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR36122","PMID:24451626"
"PP_2861","PP_2861","methyl-accepting chemotaxis transducer","Pseudomonas putida KT2440 (TIGR)","GO:0004888","transmembrane signaling receptor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"PP_2861","PP_2861","methyl-accepting chemotaxis transducer","Pseudomonas putida KT2440 (TIGR)","GO:0006935","chemotaxis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"PP_2861","PP_2861","methyl-accepting chemotaxis transducer","Pseudomonas putida KT2440 (TIGR)","GO:0007165","signal transduction","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"PP_2861","PP_2861","methyl-accepting chemotaxis transducer","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00260","PMID:24451626"
"PP_2862","uppP","undecaprenyl-diphosphatase","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01006","PMID:24451626"
"PP_2862","uppP","undecaprenyl-diphosphatase","Pseudomonas putida KT2440 (TIGR)","GO:0016311","dephosphorylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01006","PMID:24451626"
"PP_2862","uppP","undecaprenyl-diphosphatase","Pseudomonas putida KT2440 (TIGR)","GO:0050380","undecaprenyl-diphosphatase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01006","PMID:24451626"
"PP_2865","PP_2865","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2865","PP_2865","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2865","PP_2865","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00126","PMID:24451626"
"PP_2866","azoR1","FMN-dependent NADH-azoreductase","Pseudomonas putida KT2440 (TIGR)","GO:0010181","FMN binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01216","PMID:24451626"
"PP_2866","azoR1","FMN-dependent NADH-azoreductase","Pseudomonas putida KT2440 (TIGR)","GO:0016655","oxidoreductase activity, acting on NAD(P)H, quinone or similar compound as acceptor","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01216","PMID:24451626"
"PP_2867","PP_2867","pyridine nucleotide-disulphide oxidoreductase family protein","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"PP_2867","PP_2867","pyridine nucleotide-disulphide oxidoreductase family protein","Pseudomonas putida KT2440 (TIGR)","GO:0003954","NADH dehydrogenase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43706","PMID:24451626"
"PP_2867","PP_2867","pyridine nucleotide-disulphide oxidoreductase family protein","Pseudomonas putida KT2440 (TIGR)","GO:0006116","NADH oxidation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43706","PMID:24451626"
"PP_2868","PP_2868","Cro/CI family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:1.10.260.40","PMID:24451626"
"PP_2869","PP_2869","FMN-binding oxidoreductase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"PP_2869","PP_2869","FMN-binding oxidoreductase","Pseudomonas putida KT2440 (TIGR)","GO:0010181","FMN binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00724","PMID:24451626"
"PP_2872","eamA","O-acetylserine/cysteine export transporter","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00892","PMID:24451626"
"PP_2880","PP_2880","TetR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00440","PMID:24451626"
"PP_2882","PP_2882","2-hydroxychromene-2-carboxylate isomerase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01323","PMID:24451626"
"PP_2882","PP_2882","2-hydroxychromene-2-carboxylate isomerase","Pseudomonas putida KT2440 (TIGR)","GO:0018845","2-hydroxychromene-2-carboxylate isomerase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03022","PMID:24451626"
"PP_2882","PP_2882","2-hydroxychromene-2-carboxylate isomerase","Pseudomonas putida KT2440 (TIGR)","GO:1901170","naphthalene catabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd03022","PMID:24451626"
"PP_2884","PP_2884","XRE family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47413","PMID:24451626"
"PP_2885","PP_2885","transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2885","PP_2885","transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07690","PMID:24451626"
"PP_2886","PP_2886","cytochrome b561","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF81342","PMID:24451626"
"PP_2886","PP_2886","cytochrome b561","Pseudomonas putida KT2440 (TIGR)","GO:0022904","respiratory electron transport chain","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF81342","PMID:24451626"
"PP_2886","PP_2886","cytochrome b561","Pseudomonas putida KT2440 (TIGR)","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01292","PMID:24451626"
"PP_2887","PP_2887","catalase-like peroxidase","Pseudomonas putida KT2440 (TIGR)","GO:0004096","catalase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00199","PMID:24451626"
"PP_2887","PP_2887","catalase-like peroxidase","Pseudomonas putida KT2440 (TIGR)","GO:0020037","heme binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00199","PMID:24451626"
"PP_2887","PP_2887","catalase-like peroxidase","Pseudomonas putida KT2440 (TIGR)","GO:0006979","response to oxidative stress","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11465","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02937","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0006352","DNA-templated transcription, initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02937","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0006352","DNA-templated transcription initiation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02937","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02937","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02937","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"PP_2888","PP_2888","ECF family RNA polymerase sigma factor PrtI","Pseudomonas putida KT2440 (TIGR)","GO:0016987","sigma factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF08281","PMID:24451626"
"PP_2890","xthA","exodeoxyribonuclease III/apurinic/apyrimidinic endodeoxyribonuclease VI","Pseudomonas putida KT2440 (TIGR)","GO:0006281","DNA repair","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43250","PMID:24451626"
"PP_2890","xthA","exodeoxyribonuclease III/apurinic/apyrimidinic endodeoxyribonuclease VI","Pseudomonas putida KT2440 (TIGR)","GO:0008311","double-stranded DNA 3'-5' exodeoxyribonuclease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43250","PMID:24451626"
"PP_2890","xthA","exodeoxyribonuclease III/apurinic/apyrimidinic endodeoxyribonuclease VI","Pseudomonas putida KT2440 (TIGR)","GO:0008311","double-stranded DNA 3'-5' DNA exonuclease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR43250","PMID:24451626"
"PP_2890","xthA","exodeoxyribonuclease III/apurinic/apyrimidinic endodeoxyribonuclease VI","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03372","PMID:24451626"
"PP_2890","xthA","exodeoxyribonuclease III/apurinic/apyrimidinic endodeoxyribonuclease VI","Pseudomonas putida KT2440 (TIGR)","GO:0004518","nuclease activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00633","PMID:24451626"
"PP_2891","PP_2891","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00583","PMID:24451626"
"PP_2891","PP_2891","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00583","PMID:24451626"
"PP_2892","PP_2892","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0019867","outer membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07244","PMID:24451626"
"PP_2893","PP_2893","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005886","plasma membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04357","PMID:24451626"
"PP_2893","PP_2893","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0009306","protein secretion","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04357","PMID:24451626"
